연도,시도,시군구,졸업자,진학자, 진학률 
2010,서울,종로구,"5,030","3,017",60
2010,서울,중구,"3,719","2,313",62.2
2010,서울,용산구,"3,251","2,213",68.1
2010,서울,성동구,"2,182","1,460",66.9
2010,서울,광진구,"4,682","3,089",66
2010,서울,동대문구,"3,512","2,248",64
2010,서울,중랑구,"3,961","2,763",69.8
2010,서울,성북구,"4,909","3,135",63.9
2010,서울,강북구,"2,212","1,403",63.4
2010,서울,도봉구,"3,998","2,267",56.7
2010,서울,노원구,"11,197","6,858",61.2
2010,서울,은평구,"5,427","3,671",67.6
2010,서울,서대문구,"2,631","1,794",68.2
2010,서울,마포구,"2,780","1,730",62.2
2010,서울,양천구,"6,440","3,729",57.9
2010,서울,강서구,"8,795","5,717",65
2010,서울,구로구,"4,077","2,831",69.4
2010,서울,금천구,"2,674","1,839",68.8
2010,서울,영등포구,"3,867","2,455",63.5
2010,서울,동작구,"3,209","2,141",66.7
2010,서울,관악구,"5,149","3,360",65.3
2010,서울,서초구,"5,032","2,813",55.9
2010,서울,강남구,"9,118","5,175",56.8
2010,서울,송파구,"8,318","4,961",59.6
2010,서울,강동구,"6,083","3,826",62.9
2010,부산,중구,"1,254",946,75.4
2010,부산,서구,"1,530","1,120",73.2
2010,부산,동구,"2,068","1,824",88.2
2010,부산,영도구,"1,651","1,191",72.1
2010,부산,부산진구,"6,672","5,610",84.1
2010,부산,동래구,"5,398","4,642",86
2010,부산,남구,"4,698","3,933",83.7
2010,부산,북구,"3,499","3,057",87.4
2010,부산,해운대구,"4,485","3,374",75.2
2010,부산,사하구,"4,570","3,827",83.7
2010,부산,금정구,"4,408","3,592",81.5
2010,부산,강서구,804,733,91.2
2010,부산,연제구,"1,470","1,226",83.4
2010,부산,수영구,"1,676","1,392",83.1
2010,부산,사상구,"1,500","1,325",88.3
2010,부산,기장군,639,549,85.9
2010,대구,중구,"2,129","1,872",87.9
2010,대구,동구,"3,540","2,880",81.4
2010,대구,서구,"2,392","2,113",88.3
2010,대구,남구,"3,570","2,812",78.8
2010,대구,북구,"5,146","4,569",88.8
2010,대구,수성구,"7,916","6,329",80
2010,대구,달서구,"9,661","8,053",83.4
2010,대구,달성군,"1,647","1,441",87.5
2010,인천,중구,"2,982","2,078",69.7
2010,인천,동구,"1,228",902,73.5
2010,인천,남구,"6,006","4,399",73.2
2010,인천,연수구,"4,914","3,545",72.1
2010,인천,남동구,"4,636","3,905",84.2
2010,인천,부평구,"7,491","5,949",79.4
2010,인천,계양구,"4,335","3,553",82
2010,인천,서구,"4,436","3,461",78
2010,인천,강화군,689,641,93
2010,인천,옹진군,52,42,80.8
2010,광주,동구,"1,923","1,732",90.1
2010,광주,서구,"2,383","2,104",88.3
2010,광주,남구,"6,267","5,384",85.9
2010,광주,북구,"6,270","5,370",85.6
2010,광주,광산구,"4,400","3,650",83
2010,대전,동구,"3,303","2,651",80.3
2010,대전,중구,"5,152","3,913",76
2010,대전,서구,"5,997","4,829",80.5
2010,대전,유성구,"4,835","3,925",81.2
2010,대전,대덕구,"1,603","1,430",89.2
2010,울산,중구,"2,877","2,752",95.7
2010,울산,남구,"6,506","5,957",91.6
2010,울산,동구,"3,029","2,778",91.7
2010,울산,북구,"2,597","2,433",93.7
2010,울산,울주군,"2,136","1,898",88.9
2010,경기,수원시,"16,977","13,899",81.9
2010,경기,성남시,"13,314","9,385",70.5
2010,경기,부천시,"12,794","9,973",78
2010,경기,안양시,"10,449","7,739",74.1
2010,경기,과천시,"1,633","1,137",69.6
2010,경기,안산시,"10,733","8,882",82.8
2010,경기,용인시,"6,893","5,713",82.9
2010,경기,군포시,"3,710","2,735",73.7
2010,경기,의왕시,"1,173",864,73.7
2010,경기,시흥시,"5,031","4,056",80.6
2010,경기,평택시,"5,251","4,515",86
2010,경기,화성시,"2,532","2,062",81.4
2010,경기,오산시,"1,660","1,347",81.1
2010,경기,광명시,"4,039","3,073",76.1
2010,경기,광주시,"1,819","1,499",82.4
2010,경기,하남시,"1,606","1,357",84.5
2010,경기,김포시,"2,889","2,153",74.5
2010,경기,이천시,"2,601","2,221",85.4
2010,경기,안성시,"1,570","1,331",84.8
2010,경기,여주군,"1,317","1,119",85
2010,경기,양평군,"1,144",908,79.4
2010,경기,고양시,"13,401","9,460",70.6
2010,경기,남양주시,"5,144","4,069",79.1
2010,경기,구리시,"3,152","2,550",80.9
2010,경기,의정부시,"6,026","4,409",73.2
2010,경기,파주시,"2,703","2,134",78.9
2010,경기,동두천시,"1,243",816,65.6
2010,경기,양주시,"1,063",858,80.7
2010,경기,포천시,"1,777","1,458",82
2010,경기,가평군,643,545,84.8
2010,경기,연천군,473,424,89.6
2010,강원,춘천시,"3,456","2,949",85.3
2010,강원,원주시,"4,062","3,543",87.2
2010,강원,강릉시,"2,967","2,667",89.9
2010,강원,동해시,"1,124","1,006",89.5
2010,강원,태백시,543,454,83.6
2010,강원,속초시,"1,057",896,84.8
2010,강원,삼척시,701,608,86.7
2010,강원,홍천군,731,635,86.9
2010,강원,횡성군,570,534,93.7
2010,강원,영월군,437,358,81.9
2010,강원,평창군,343,311,90.7
2010,강원,정선군,336,264,78.6
2010,강원,철원군,545,484,88.8
2010,강원,화천군,191,159,83.2
2010,강원,양구군,204,192,94.1
2010,강원,인제군,285,253,88.8
2010,강원,고성군,368,295,80.2
2010,강원,양양군,234,215,91.9
2010,충북,청주시,"9,742","8,541",87.7
2010,충북,충주시,"2,722","2,305",84.7
2010,충북,제천시,"1,727","1,547",89.6
2010,충북,청원군,"1,454","1,184",81.4
2010,충북,보은군,384,315,82
2010,충북,옥천군,459,368,80.2
2010,충북,영동군,498,440,88.4
2010,충북,진천군,523,420,80.3
2010,충북,괴산군,158,118,74.7
2010,충북,음성군,632,511,80.9
2010,충북,단양군,219,190,86.8
2010,충북,증평군,610,461,75.6
2010,충남,천안시,"7,744","6,603",85.3
2010,충남,공주시,"1,863","1,553",83.4
2010,충남,보령시,"1,062",921,86.7
2010,충남,아산시,"1,912","1,654",86.5
2010,충남,서산시,"1,714","1,491",87
2010,충남,논산시,"1,924","1,510",78.5
2010,충남,계룡시,483,400,82.8
2010,충남,금산군,454,374,82.4
2010,충남,연기군,659,566,85.9
2010,충남,부여군,732,590,80.6
2010,충남,서천군,624,523,83.8
2010,충남,청양군,244,165,67.6
2010,충남,홍성군,"1,104",986,89.3
2010,충남,예산군,"1,030",891,86.5
2010,충남,태안군,634,572,90.2
2010,충남,당진군,"1,330","1,212",91.1
2010,전북,전주시,"8,878","7,787",87.7
2010,전북,군산시,"3,018","2,480",82.2
2010,전북,익산시,"4,253","3,388",79.7
2010,전북,정읍시,"1,779","1,538",86.5
2010,전북,남원시,951,780,82
2010,전북,김제시,"1,192",950,79.7
2010,전북,완주군,"1,193",921,77.2
2010,전북,진안군,167,109,65.3
2010,전북,무주군,218,187,85.8
2010,전북,장수군,265,182,68.7
2010,전북,임실군,123,89,72.4
2010,전북,순창군,256,238,93
2010,전북,고창군,845,717,84.9
2010,전북,부안군,536,446,83.2
2010,전남,목포시,"3,837","3,328",86.7
2010,전남,여수시,"3,860","3,211",83.2
2010,전남,순천시,"4,496","4,078",90.7
2010,전남,나주시,"1,100",870,79.1
2010,전남,광양시,"1,896","1,777",93.7
2010,전남,담양군,628,528,84.1
2010,전남,곡성군,349,304,87.1
2010,전남,구례군,197,182,92.4
2010,전남,고흥군,460,343,74.6
2010,전남,보성군,602,496,82.4
2010,전남,화순군,640,499,78
2010,전남,장흥군,395,315,79.7
2010,전남,강진군,461,349,75.7
2010,전남,해남군,602,441,73.3
2010,전남,영암군,403,336,83.4
2010,전남,무안군,473,406,85.8
2010,전남,함평군,459,415,90.4
2010,전남,영광군,703,564,80.2
2010,전남,장성군,534,415,77.7
2010,전남,완도군,388,353,91
2010,전남,진도군,259,213,82.2
2010,전남,신안군,192,152,79.2
2010,경북,포항시,"7,500","6,475",86.3
2010,경북,경주시,"3,218","2,820",87.6
2010,경북,김천시,"1,759","1,549",88.1
2010,경북,안동시,"2,165","1,983",91.6
2010,경북,구미시,"6,102","5,258",86.2
2010,경북,영주시,"1,447","1,257",86.9
2010,경북,영천시,"1,026",881,85.9
2010,경북,상주시,"1,311","1,094",83.4
2010,경북,문경시,853,757,88.7
2010,경북,경산시,"2,219","1,998",90
2010,경북,군위군,132,113,85.6
2010,경북,의성군,522,415,79.5
2010,경북,청송군,235,207,88.1
2010,경북,영양군,187,174,93
2010,경북,영덕군,262,216,82.4
2010,경북,청도군,578,514,88.9
2010,경북,고령군,215,185,86
2010,경북,성주군,402,355,88.3
2010,경북,칠곡군,584,548,93.8
2010,경북,예천군,373,342,91.7
2010,경북,봉화군,205,182,88.8
2010,경북,울진군,485,420,86.6
2010,경북,울릉군,61,54,88.5
2010,경남,창원시,"8,926","8,016",89.8
2010,경남,마산시,"5,717","5,070",88.7
2010,경남,진주시,"5,385","4,795",89
2010,경남,진해시,"1,394","1,300",93.3
2010,경남,통영시,"1,461","1,344",92
2010,경남,사천시,"1,069",928,86.8
2010,경남,김해시,"6,138","5,474",89.2
2010,경남,밀양시,"1,208","1,087",90
2010,경남,거제시,"2,369","2,013",85
2010,경남,양산시,"2,887","2,598",90
2010,경남,의령군,200,187,93.5
2010,경남,함안군,526,476,90.5
2010,경남,창녕군,840,695,82.7
2010,경남,고성군,561,493,87.9
2010,경남,남해군,551,483,87.7
2010,경남,하동군,328,301,91.8
2010,경남,산청군,279,237,84.9
2010,경남,함양군,340,315,92.6
2010,경남,거창군,966,895,92.7
2010,경남,합천군,371,340,91.6
2010,제주,제주시,"5,564","4,976",89.4
2010,제주,서귀포시,"1,832","1,651",90.1
2011,서울,종로구,"4,843","2,657",54.9
2011,서울,중구,"3,685","2,068",56.1
2011,서울,용산구,"3,381","1,925",56.9
2011,서울,성동구,"2,188","1,225",56
2011,서울,광진구,"4,817","2,820",58.5
2011,서울,동대문구,"3,693","2,217",60
2011,서울,중랑구,"3,898","2,425",62.2
2011,서울,성북구,"4,859","2,722",56
2011,서울,강북구,"2,244","1,328",59.2
2011,서울,도봉구,"3,888","2,140",55
2011,서울,노원구,"11,034","6,094",55.2
2011,서울,은평구,"5,538","3,450",62.3
2011,서울,서대문구,"2,786","1,549",55.6
2011,서울,마포구,"2,872","1,656",57.7
2011,서울,양천구,"6,532","3,512",53.8
2011,서울,강서구,"8,584","5,020",58.5
2011,서울,구로구,"4,133","2,610",63.2
2011,서울,금천구,"2,443","1,602",65.6
2011,서울,영등포구,"3,667","2,198",59.9
2011,서울,동작구,"3,156","1,662",52.7
2011,서울,관악구,"5,043","2,913",57.8
2011,서울,서초구,"5,008","2,358",47.1
2011,서울,강남구,"9,375","4,541",48.4
2011,서울,송파구,"8,602","4,594",53.4
2011,서울,강동구,"5,677","3,271",57.6
2011,부산,중구,"1,273","1,028",80.8
2011,부산,서구,"1,558","1,130",72.5
2011,부산,동구,"1,743","1,520",87.2
2011,부산,영도구,"1,654","1,191",72
2011,부산,부산진구,"6,229","4,817",77.3
2011,부산,동래구,"5,339","4,262",79.8
2011,부산,남구,"5,000","3,778",75.6
2011,부산,북구,"3,530","2,965",84
2011,부산,해운대구,"4,798","3,384",70.5
2011,부산,사하구,"4,718","3,873",82.1
2011,부산,금정구,"4,298","3,209",74.7
2011,부산,강서구,830,681,82
2011,부산,연제구,"1,513","1,123",74.2
2011,부산,수영구,"1,623","1,220",75.2
2011,부산,사상구,"1,618","1,427",88.2
2011,부산,기장군,681,595,87.4
2011,대구,중구,"2,099","1,717",81.8
2011,대구,동구,"3,475","2,742",78.9
2011,대구,서구,"2,417","2,081",86.1
2011,대구,남구,"3,575","2,661",74.4
2011,대구,북구,"5,416","4,603",85
2011,대구,수성구,"8,107","5,904",72.8
2011,대구,달서구,"9,868","7,741",78.4
2011,대구,달성군,"1,662","1,464",88.1
2011,인천,중구,"3,312","2,044",61.7
2011,인천,동구,"1,236",783,63.3
2011,인천,남구,"6,047","3,793",62.7
2011,인천,연수구,"4,912","3,217",65.5
2011,인천,남동구,"4,990","3,623",72.6
2011,인천,부평구,"7,365","5,062",68.7
2011,인천,계양구,"4,627","3,312",71.6
2011,인천,서구,"4,568","3,212",70.3
2011,인천,강화군,680,541,79.6
2011,인천,옹진군,54,53,98.1
2011,광주,동구,"1,915","1,695",88.5
2011,광주,서구,"2,974","2,582",86.8
2011,광주,남구,"6,224","4,877",78.4
2011,광주,북구,"6,474","5,157",79.7
2011,광주,광산구,"4,499","3,363",74.7
2011,대전,동구,"3,450","2,604",75.5
2011,대전,중구,"5,259","3,776",71.8
2011,대전,서구,"6,206","4,941",79.6
2011,대전,유성구,"4,807","3,416",71.1
2011,대전,대덕구,"1,647","1,344",81.6
2011,울산,중구,"3,182","2,818",88.6
2011,울산,남구,"6,212","5,124",82.5
2011,울산,동구,"2,942","2,523",85.8
2011,울산,북구,"2,517","2,114",84
2011,울산,울주군,"2,456","2,069",84.2
2011,경기,수원시,"17,486","12,665",72.4
2011,경기,성남시,"13,383","8,570",64
2011,경기,부천시,"12,669","8,857",69.9
2011,경기,안양시,"10,571","6,995",66.2
2011,경기,과천시,"1,588","1,016",64
2011,경기,안산시,"11,411","8,819",77.3
2011,경기,용인시,"7,753","5,520",71.2
2011,경기,군포시,"3,588","2,420",67.4
2011,경기,의왕시,"1,260",850,67.5
2011,경기,시흥시,"4,996","3,696",74
2011,경기,평택시,"5,523","4,136",74.9
2011,경기,화성시,"3,242","2,549",78.6
2011,경기,오산시,"1,692","1,331",78.7
2011,경기,광명시,"3,907","2,774",71
2011,경기,광주시,"2,146","1,554",72.4
2011,경기,하남시,"1,595","1,058",66.3
2011,경기,김포시,"2,956","2,159",73
2011,경기,이천시,"2,632","2,103",79.9
2011,경기,안성시,"1,659","1,314",79.2
2011,경기,여주군,"1,342","1,068",79.6
2011,경기,양평군,"1,095",792,72.3
2011,경기,고양시,"14,179","9,307",65.6
2011,경기,남양주시,"5,866","4,217",71.9
2011,경기,구리시,"3,065","2,222",72.5
2011,경기,의정부시,"6,218","4,217",67.8
2011,경기,파주시,"3,107","2,276",73.3
2011,경기,동두천시,"1,186",751,63.3
2011,경기,양주시,"1,326","1,015",76.5
2011,경기,포천시,"1,766","1,373",77.7
2011,경기,가평군,660,518,78.5
2011,경기,연천군,458,349,76.2
2011,강원,춘천시,"3,641","2,988",82.1
2011,강원,원주시,"4,267","3,444",80.7
2011,강원,강릉시,"3,047","2,553",83.8
2011,강원,동해시,"1,190","1,006",84.5
2011,강원,태백시,526,394,74.9
2011,강원,속초시,"1,040",898,86.3
2011,강원,삼척시,709,582,82.1
2011,강원,홍천군,718,603,84
2011,강원,횡성군,572,490,85.7
2011,강원,영월군,425,323,76
2011,강원,평창군,365,294,80.5
2011,강원,정선군,303,245,80.9
2011,강원,철원군,592,491,82.9
2011,강원,화천군,206,165,80.1
2011,강원,양구군,166,151,91
2011,강원,인제군,275,241,87.6
2011,강원,고성군,288,205,71.2
2011,강원,양양군,238,190,79.8
2011,충북,청주시,"10,128","7,936",78.4
2011,충북,충주시,"2,905","2,354",81
2011,충북,제천시,"1,857","1,562",84.1
2011,충북,청원군,"1,435","1,054",73.4
2011,충북,보은군,340,233,68.5
2011,충북,옥천군,463,359,77.5
2011,충북,영동군,498,395,79.3
2011,충북,진천군,590,449,76.1
2011,충북,괴산군,152,124,81.6
2011,충북,음성군,672,465,69.2
2011,충북,단양군,266,201,75.6
2011,충북,증평군,610,378,62
2011,충남,천안시,"8,396","6,232",74.2
2011,충남,공주시,"1,944","1,468",75.5
2011,충남,보령시,"1,066",772,72.4
2011,충남,아산시,"2,137","1,742",81.5
2011,충남,서산시,"1,832","1,435",78.3
2011,충남,논산시,"1,887","1,332",70.6
2011,충남,계룡시,546,438,80.2
2011,충남,금산군,456,357,78.3
2011,충남,연기군,713,534,74.9
2011,충남,부여군,738,579,78.5
2011,충남,서천군,610,450,73.8
2011,충남,청양군,221,138,62.4
2011,충남,홍성군,"1,134",901,79.5
2011,충남,예산군,"1,117",854,76.5
2011,충남,태안군,618,525,85
2011,충남,당진군,"1,416","1,184",83.6
2011,전북,전주시,"9,483","7,647",80.6
2011,전북,군산시,"3,037","2,265",74.6
2011,전북,익산시,"4,461","3,450",77.3
2011,전북,정읍시,"1,826","1,515",83
2011,전북,남원시,964,737,76.5
2011,전북,김제시,"1,272",942,74.1
2011,전북,완주군,"1,218",876,71.9
2011,전북,진안군,171,98,57.3
2011,전북,무주군,221,181,81.9
2011,전북,장수군,272,182,66.9
2011,전북,임실군,181,111,61.3
2011,전북,순창군,249,209,83.9
2011,전북,고창군,852,665,78.1
2011,전북,부안군,553,406,73.4
2011,전남,목포시,"3,753","3,125",83.3
2011,전남,여수시,"4,054","3,247",80.1
2011,전남,순천시,"4,736","3,931",83
2011,전남,나주시,"1,219",846,69.4
2011,전남,광양시,"1,952","1,678",86
2011,전남,담양군,612,464,75.8
2011,전남,곡성군,358,270,75.4
2011,전남,구례군,188,156,83
2011,전남,고흥군,479,334,69.7
2011,전남,보성군,585,446,76.2
2011,전남,화순군,720,529,73.5
2011,전남,장흥군,383,310,80.9
2011,전남,강진군,466,355,76.2
2011,전남,해남군,600,422,70.3
2011,전남,영암군,435,324,74.5
2011,전남,무안군,710,548,77.2
2011,전남,함평군,469,382,81.4
2011,전남,영광군,731,509,69.6
2011,전남,장성군,529,343,64.8
2011,전남,완도군,406,325,80
2011,전남,진도군,272,188,69.1
2011,전남,신안군,196,143,73
2011,경북,포항시,"7,484","6,117",81.7
2011,경북,경주시,"3,292","2,706",82.2
2011,경북,김천시,"1,779","1,456",81.8
2011,경북,안동시,"2,196","1,836",83.6
2011,경북,구미시,"6,387","5,074",79.4
2011,경북,영주시,"1,451","1,139",78.5
2011,경북,영천시,"1,039",812,78.2
2011,경북,상주시,"1,319",972,73.7
2011,경북,문경시,865,688,79.5
2011,경북,경산시,"2,392","2,012",84.1
2011,경북,군위군,146,117,80.1
2011,경북,의성군,493,341,69.2
2011,경북,청송군,239,174,72.8
2011,경북,영양군,211,185,87.7
2011,경북,영덕군,288,225,78.1
2011,경북,청도군,575,468,81.4
2011,경북,고령군,227,186,81.9
2011,경북,성주군,411,310,75.4
2011,경북,칠곡군,597,520,87.1
2011,경북,예천군,344,290,84.3
2011,경북,봉화군,209,170,81.3
2011,경북,울진군,463,403,87
2011,경북,울릉군,60,54,90
2011,경남,창원시,"15,875","13,112",82.6
2011,경남,진주시,"5,394","4,351",80.7
2011,경남,통영시,"1,538","1,322",86
2011,경남,사천시,"1,139",875,76.8
2011,경남,김해시,"6,590","5,578",84.6
2011,경남,밀양시,"1,302","1,065",81.8
2011,경남,거제시,"2,602","2,108",81
2011,경남,양산시,"3,071","2,626",85.5
2011,경남,의령군,184,164,89.1
2011,경남,함안군,515,460,89.3
2011,경남,창녕군,755,568,75.2
2011,경남,고성군,586,473,80.7
2011,경남,남해군,589,500,84.9
2011,경남,하동군,314,268,85.4
2011,경남,산청군,333,267,80.2
2011,경남,함양군,372,293,78.8
2011,경남,거창군,974,816,83.8
2011,경남,합천군,384,314,81.8
2011,제주,제주시,"5,872","4,900",83.4
2011,제주,서귀포시,"1,834","1,566",85.4
2012,서울,종로구,"4,816","2,635",54.7
2012,서울,중구,"3,571","1,928",54
2012,서울,용산구,"3,187","1,776",55.7
2012,서울,성동구,"2,390","1,289",53.9
2012,서울,광진구,"4,217","2,600",61.7
2012,서울,동대문구,"3,488","2,081",59.7
2012,서울,중랑구,"3,693","2,368",64.1
2012,서울,성북구,"4,566","2,468",54.1
2012,서울,강북구,"2,418","1,475",61
2012,서울,도봉구,"3,771","2,108",55.9
2012,서울,노원구,"10,625","5,890",55.4
2012,서울,은평구,"5,705","3,098",54.3
2012,서울,서대문구,"2,554","1,488",58.3
2012,서울,마포구,"2,625","1,508",57.4
2012,서울,양천구,"6,375","3,461",54.3
2012,서울,강서구,"8,107","4,587",56.6
2012,서울,구로구,"4,191","2,542",60.7
2012,서울,금천구,"2,311","1,446",62.6
2012,서울,영등포구,"3,316","2,042",61.6
2012,서울,동작구,"3,022","1,658",54.9
2012,서울,관악구,"4,658","2,733",58.7
2012,서울,서초구,"5,159","2,569",49.8
2012,서울,강남구,"9,326","4,437",47.6
2012,서울,송파구,"8,158","4,352",53.3
2012,서울,강동구,"5,433","3,093",56.9
2012,부산,중구,"1,211",925,76.4
2012,부산,서구,"1,557","1,072",68.9
2012,부산,동구,"1,671","1,380",82.6
2012,부산,영도구,"1,562","1,060",67.9
2012,부산,부산진구,"5,907","4,465",75.6
2012,부산,동래구,"5,070","3,967",78.2
2012,부산,남구,"4,637","3,361",72.5
2012,부산,북구,"3,433","2,974",86.6
2012,부산,해운대구,"4,643","2,996",64.5
2012,부산,사하구,"4,454","3,491",78.4
2012,부산,금정구,"4,050","2,998",74
2012,부산,강서구,955,766,80.2
2012,부산,연제구,"1,465","1,109",75.7
2012,부산,수영구,"1,524","1,156",75.9
2012,부산,사상구,"1,514","1,274",84.1
2012,부산,기장군,853,740,86.8
2012,대구,중구,"1,928","1,525",79.1
2012,대구,동구,"3,215","2,384",74.2
2012,대구,서구,"2,205","1,858",84.3
2012,대구,남구,"3,317","2,246",67.7
2012,대구,북구,"5,402","4,639",85.9
2012,대구,수성구,"8,077","5,761",71.3
2012,대구,달서구,"9,898","7,390",74.7
2012,대구,달성군,"1,651","1,366",82.7
2012,인천,중구,"2,976","1,833",61.6
2012,인천,동구,"1,203",675,56.1
2012,인천,남구,"5,706","3,441",60.3
2012,인천,연수구,"4,960","3,302",66.6
2012,인천,남동구,"4,838","3,656",75.6
2012,인천,부평구,"7,377","5,128",69.5
2012,인천,계양구,"4,332","3,099",71.5
2012,인천,서구,"4,525","3,258",72
2012,인천,강화군,640,496,77.5
2012,인천,옹진군,54,47,87
2012,광주,동구,"1,637","1,425",87
2012,광주,서구,"2,617","2,279",87.1
2012,광주,남구,"6,243","4,855",77.8
2012,광주,북구,"6,645","5,152",77.5
2012,광주,광산구,"4,825","3,633",75.3
2012,대전,동구,"3,407","2,606",76.5
2012,대전,중구,"5,031","3,652",72.6
2012,대전,서구,"6,189","5,085",82.2
2012,대전,유성구,"4,639","3,293",71
2012,대전,대덕구,"1,633","1,310",80.2
2012,울산,중구,"3,164","2,764",87.4
2012,울산,남구,"5,916","4,775",80.7
2012,울산,동구,"2,934","2,406",82
2012,울산,북구,"2,630","2,225",84.6
2012,울산,울주군,"2,432","1,995",82
2012,경기,수원시,"16,797","11,852",70.6
2012,경기,성남시,"13,048","8,338",63.9
2012,경기,부천시,"12,017","7,950",66.2
2012,경기,안양시,"10,277","6,524",63.5
2012,경기,과천시,"1,564","1,027",65.7
2012,경기,안산시,"11,252","8,431",74.9
2012,경기,용인시,"8,347","5,977",71.6
2012,경기,군포시,"3,605","2,359",65.4
2012,경기,의왕시,"1,317",908,68.9
2012,경기,시흥시,"5,102","3,717",72.9
2012,경기,평택시,"5,705","4,347",76.2
2012,경기,화성시,"3,947","2,982",75.6
2012,경기,오산시,"1,717","1,298",75.6
2012,경기,광명시,"3,826","2,615",68.3
2012,경기,광주시,"2,195","1,560",71.1
2012,경기,하남시,"1,617","1,103",68.2
2012,경기,김포시,"3,055","2,133",69.8
2012,경기,이천시,"2,556","1,986",77.7
2012,경기,안성시,"1,709","1,319",77.2
2012,경기,여주군,"1,299","1,029",79.2
2012,경기,양평군,"1,133",811,71.6
2012,경기,고양시,"13,797","8,564",62.1
2012,경기,남양주시,"5,915","4,161",70.3
2012,경기,구리시,"2,942","2,259",76.8
2012,경기,의정부시,"6,174","4,330",70.1
2012,경기,파주시,"3,094","2,034",65.7
2012,경기,동두천시,"1,236",763,61.7
2012,경기,양주시,"1,298",877,67.6
2012,경기,포천시,"1,753","1,285",73.3
2012,경기,가평군,632,516,81.6
2012,경기,연천군,439,328,74.7
2012,강원,춘천시,"3,625","2,885",79.6
2012,강원,원주시,"4,204","3,248",77.3
2012,강원,강릉시,"2,929","2,432",83
2012,강원,동해시,"1,237","1,069",86.4
2012,강원,태백시,490,391,79.8
2012,강원,속초시,"1,060",913,86.1
2012,강원,삼척시,745,605,81.2
2012,강원,홍천군,734,603,82.2
2012,강원,횡성군,538,462,85.9
2012,강원,영월군,403,308,76.4
2012,강원,평창군,337,288,85.5
2012,강원,정선군,299,237,79.3
2012,강원,철원군,510,412,80.8
2012,강원,화천군,159,124,78
2012,강원,양구군,172,147,85.5
2012,강원,인제군,296,257,86.8
2012,강원,고성군,266,158,59.4
2012,강원,양양군,221,184,83.3
2012,충북,청주시,"10,371","8,044",77.6
2012,충북,충주시,"2,874","2,176",75.7
2012,충북,제천시,"1,800","1,399",77.7
2012,충북,청원군,"1,330",907,68.2
2012,충북,보은군,368,261,70.9
2012,충북,옥천군,515,405,78.6
2012,충북,영동군,518,395,76.3
2012,충북,진천군,573,379,66.1
2012,충북,괴산군,158,140,88.6
2012,충북,음성군,673,454,67.5
2012,충북,단양군,218,163,74.8
2012,충북,증평군,631,369,58.5
2012,충남,천안시,"8,294","6,105",73.6
2012,충남,공주시,"1,914","1,462",76.4
2012,충남,보령시,"1,100",775,70.5
2012,충남,아산시,"2,416","1,970",81.5
2012,충남,서산시,"1,825","1,390",76.2
2012,충남,논산시,"1,928","1,296",67.2
2012,충남,계룡시,545,444,81.5
2012,충남,금산군,457,317,69.4
2012,충남,연기군,701,559,79.7
2012,충남,부여군,742,539,72.6
2012,충남,서천군,670,495,73.9
2012,충남,청양군,243,151,62.1
2012,충남,홍성군,"1,078",876,81.3
2012,충남,예산군,"1,038",814,78.4
2012,충남,태안군,604,478,79.1
2012,충남,당진군,"1,401","1,093",78
2012,전북,전주시,"9,415","7,573",80.4
2012,전북,군산시,"3,049","2,287",75
2012,전북,익산시,"4,411","3,295",74.7
2012,전북,정읍시,"1,819","1,464",80.5
2012,전북,남원시,970,723,74.5
2012,전북,김제시,"1,209",834,69
2012,전북,완주군,"1,226",864,70.5
2012,전북,진안군,179,115,64.2
2012,전북,무주군,206,167,81.1
